643120,5277607
643120,5277607
643263,5277741
643263,5277741
643390,5277596
643390,5277596
643367,5278407
643367,5278407
643068,5278323
643068,5278323
643068,5278323
642989,5278575
642989,5278575
642990,5278571
642992,5278567
642992,5278567
642998,5278563
642998,5278563
642998,5278563
642987,5278599
642986,5278596
642613,5278224
642613,5278224
642606,5278219
642606,5278219
643485,5278821
643485,5278821
643723,5278956
643723,5278956
643716,5278941
643716,5278941
643713,5278930
643713,5278930
643709,5278995
643709,5278995
644397,5279150
644069,5279308
644069,5279308
643192,5279012
643192,5279012
642997,5278940
642997,5278940
642975,5278729
644249,5278667
644375,5278739
644375,5278739
644683,5278455
644687,5278456
644687,5278456
644690,5278457
644690,5278457
644020,5277437
644020,5277437
644092,5277523
644092,5277523
644161,5277657
644161,5277657
644424,5277768
644683,5277963
644683,5277963
644509,5276588
644509,5276588
644395,5276879
644395,5276879
644803,5276632
644886,5276445
645299,5277725
645299,5277725
644697,5277217
644697,5277217
645324,5277642
645324,5277642
641163,5277829
641163,5277829
641163,5277829
641219,5277845
641219,5277845
641219,5277845
641230,5277845
641230,5277845
641230,5277845
640845,5277201
640845,5277201
640380,5277243
640380,5277243
640023,5277522
640023,5277522
640023,5277522
648209,5276121
640163,5277045
640304,5277254
640304,5277254
640304,5277254
648697,5276297
648697,5276297
640785,5277642
640785,5277642
640785,5277642
641796,5276615
641796,5276615
641602,5277012
641602,5277012
641597,5277005
648354,5277957
648354,5277957
648354,5277957
648206,5278069
648206,5278069
648618,5277110
648618,5277110
648618,5277110
648618,5277110
648777,5277263
648777,5277263
648777,5277263
647919,5277425
647919,5277425
647919,5277425
647127,5276892
646956,5276650
646956,5276650
646956,5276650
646969,5276641
646969,5276641
646969,5276641
646954,5276634
646954,5276634
646954,5276634
645360,5280169
645360,5280169
645379,5280342
645483,5280379
645483,5280379
645483,5280379
645366,5280498
645366,5280498
645366,5280498
645289,5280605
645289,5280605
645156,5280719
645156,5280719
645156,5280719
645082,5280403
644331,5279860
644331,5279860
644644,5279880
644644,5279880
644604,5280161
643959,5279991
643959,5279991
643969,5279989
643969,5279989
643969,5279971
643969,5279971
645854,5280552
645854,5280552
645854,5280552
646256,5280464
646256,5280464
646256,5280464
646619,5280475
646619,5280475
646341,5281986
646074,5282411
646074,5282411
646078,5282401
646088,5282397
646088,5282408
646088,5282408
646088,5282408
646012,5285931
646012,5285931
646012,5285931
645914,5286118
645914,5286118
645921,5286131
645921,5286131
644007,5279931
644007,5279931
643886,5279862
643886,5279862
643873,5279852
643756,5280186
643756,5280186
643756,5280186
643461,5280497
643461,5280497
643594,5280994
643594,5280994
643594,5280994
643594,5280994
643328,5280598
643328,5280598
643502,5280379
643502,5280379
643502,5280379
643018,5279821
643018,5279821
642805,5279888
642805,5279888
642786,5279879
642786,5279879
643099,5280382
643099,5280382
643099,5280382
646091,5286395
646348,5286567
646348,5286567
646696,5287230
646663,5287262
646663,5287262
646639,5288503
646639,5288503
646639,5288503
646639,5288503
647264,5289424
642640,5281061
642640,5281061
642640,5281061
642640,5281061
642703,5281045
642703,5281045
642703,5281045
642725,5281029
642725,5281029
642725,5281029
642947,5280978
642728,5280674
642728,5280674
642982,5280408
642982,5280408
642982,5280408
642574,5281596
642574,5281596
642574,5281596
642564,5281593
642542,5281647
642542,5281647
642542,5281647
642539,5281641
642539,5281641
642510,5281814
642510,5281814
642510,5281814
642863,5282003
642863,5282003
642863,5282003
642863,5282003
645046,5281557
645046,5281557
645046,5281557
645333,5279470
645333,5279470
645333,5279470
645113,5279442
645113,5279442
645113,5279442
648658,5284181
648658,5284181
648658,5284181
646922,5288391
647516,5288799
647516,5288799
649316,5289241
649316,5289241
649256,5289325
649256,5289325
649256,5289325
649720,5289900
649720,5289900
649720,5289900
649708,5289897
649699,5289894
649699,5289894
649687,5289894
649687,5289894
649687,5289894
649675,5290162
649581,5289006
649581,5289006
649520,5288519
649520,5288519
649520,5288519
649614,5287783
649614,5287783
649614,5287783
649614,5287783
649614,5287783
648825,5288583
648825,5288583
648305,5289078
648305,5289078
648305,5289078
648305,5289078
647968,5289321
647968,5289321
647968,5289321
647950,5289321
647950,5289321
